年份,月份,區域別總計,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
104,8,7604,983,787,521,761,669,973,169,167,212,478,225,328,266,416,106,162,36,111,107,93,32,2
104,9,7549,989,744,576,769,726,983,167,159,192,411,243,284,253,378,91,150,53,107,143,84,44,3
104,10,8352,1102,890,618,801,738,1049,219,176,233,542,235,345,272,404,129,163,41,123,127,96,45,4
104,11,7807,1074,782,604,790,655,1001,190,161,231,425,215,330,248,406,113,153,40,140,129,84,35,1
104,12,8737,1144,831,649,902,828,1118,206,196,229,525,224,340,266,448,150,202,53,149,136,98,38,5
105,1,8606,1220,873,633,893,740,1039,184,183,284,483,242,339,280,456,131,171,48,133,132,103,35,4
105,2,9317,1306,954,735,912,816,1178,190,199,271,560,310,372,271,422,121,210,46,157,161,92,31,3
105,3,11279,1508,1158,994,1110,931,1338,217,278,322,677,347,417,349,530,177,266,72,217,171,151,47,2
105,4,8673,1247,906,697,837,693,1015,204,208,275,521,248,347,274,430,122,170,39,150,144,104,40,2
105,5,8478,1197,859,647,807,754,1044,173,177,245,548,243,331,311,411,129,154,43,139,136,95,32,3
105,6,8008,1117,806,569,775,700,1045,163,168,237,458,212,315,250,457,139,162,52,131,111,102,37,2
105,7,7745,1022,726,548,765,656,1034,171,180,229,486,221,306,255,439,144,169,43,134,91,91,33,2
105,8,8418,1142,842,614,869,728,1049,194,202,240,491,240,363,277,423,132,180,40,132,130,87,41,2
105,9,7651,1016,764,564,741,651,1033,179,161,226,461,234,309,252,400,116,156,45,124,106,75,34,4
105,10,8270,1108,791,669,799,734,1085,197,177,226,484,210,335,279,409,111,180,55,145,145,97,30,4
105,11,8184,1173,835,639,790,710,1019,180,201,214,443,216,353,286,383,133,187,47,131,123,98,21,2
105,12,8515,1182,879,665,812,729,1086,177,172,213,462,266,379,268,422,148,163,57,140,150,109,35,1
106,1,7704,1025,763,572,741,661,966,213,161,197,497,224,354,272,388,109,153,42,124,116,85,39,2
106,2,8866,1237,918,691,858,735,1110,209,175,241,536,252,383,240,465,133,196,35,165,144,98,43,2
106,3,10414,1428,1077,853,969,874,1331,241,235,336,621,299,419,326,498,142,206,50,183,163,113,47,3
106,4,7744,1169,752,596,754,592,956,184,190,230,476,192,321,214,406,127,165,31,137,139,75,34,4
106,5,8199,1165,771,602,801,726,1008,226,191,249,487,230,345,263,405,114,180,36,136,131,96,32,5
106,6,8444,1149,782,672,869,768,1077,182,165,230,478,248,372,261,411,127,165,45,156,148,94,40,5
106,7,8397,1153,819,680,844,658,1101,203,181,226,504,216,361,250,384,157,186,47,158,131,88,44,6
106,8,9226,1275,903,675,962,823,1220,217,202,252,546,242,378,277,479,139,159,45,147,141,100,41,3
106,9,7994,1059,780,623,797,741,1070,173,154,225,452,222,329,264,417,116,171,39,138,104,81,36,3
106,10,8204,1054,781,667,818,694,1081,188,197,214,510,236,364,281,431,101,157,45,133,106,98,42,6
106,11,8196,1125,785,641,798,674,1051,186,202,247,462,257,327,279,467,113,165,35,129,125,93,32,3
106,12,8167,1151,803,631,838,708,1013,198,179,248,488,223,317,284,375,119,163,38,126,126,104,29,6
107,1,9814,1359,991,768,921,849,1271,232,205,280,586,268,445,292,506,131,216,55,155,126,110,42,6
107,2,8636,1225,814,644,876,725,1059,189,187,264,554,220,397,305,409,121,182,43,157,134,91,33,7
107,3,10149,1434,1077,806,1026,874,1186,214,235,285,595,286,430,301,470,133,207,46,187,169,126,57,5
107,4,8235,1152,842,638,819,701,994,179,193,228,521,230,319,272,418,102,183,39,152,128,95,26,4
107,5,8424,1229,860,674,795,711,1065,191,177,217,475,227,384,277,423,118,174,33,141,113,100,39,1
107,6,7650,1059,747,573,773,650,1011,150,158,220,448,231,299,225,384,108,157,46,146,127,101,36,1
107,7,8415,1092,869,637,851,727,1066,189,173,245,525,246,347,285,399,130,187,35,125,131,102,52,2
107,8,8279,1181,782,676,807,696,1045,180,171,234,510,232,377,262,395,105,180,56,146,117,91,35,1
107,9,7648,1032,771,594,748,682,1023,171,156,218,418,204,327,242,392,110,147,37,142,92,107,30,5
107,10,8877,1242,853,671,867,803,1138,215,186,251,522,235,353,266,435,123,209,55,171,143,97,37,5
107,11,8044,1147,781,631,836,725,971,165,170,267,451,239,295,255,389,116,158,46,130,132,102,33,5
107,12,7760,1115,718,625,762,642,983,169,198,217,467,212,332,250,371,107,160,36,147,114,93,34,8
108,1,9853,1397,1036,781,957,838,1215,239,206,258,600,263,390,327,480,123,207,54,176,163,93,49,1
108,2,7781,1099,774,621,787,663,958,173,171,208,471,216,323,226,385,116,149,41,141,138,81,38,2
108,3,8989,1272,927,736,887,726,1122,199,201,250,510,265,360,295,443,130,165,45,162,143,100,47,4
108,4,8806,1239,908,700,838,727,1083,183,222,267,540,262,338,287,427,142,172,55,150,121,103,41,1
108,5,8655,1229,869,673,936,735,1036,183,189,238,525,259,366,244,414,131,171,55,146,135,82,34,5
108,6,7888,1185,720,622,828,685,953,183,176,237,445,229,305,230,359,107,143,45,177,121,99,34,5
108,7,9248,1358,868,687,951,834,1183,186,185,293,505,252,388,296,453,126,180,47,155,155,107,37,2
108,8,8190,1218,741,632,833,711,997,212,171,234,520,196,325,237,412,113,164,34,171,121,100,41,7
108,9,8148,1105,703,583,871,748,1136,183,172,239,455,231,352,241,414,122,165,47,113,134,93,39,2
108,10,9024,1323,891,761,892,743,1103,211,201,278,522,242,334,282,435,141,182,48,151,127,106,42,9
108,11,8113,1228,815,645,808,715,1011,183,165,254,480,219,280,228,392,112,157,27,168,112,77,33,4
108,12,9025,1290,854,684,921,770,1130,214,195,280,542,259,367,277,430,132,189,40,150,149,115,37,0
109,1,8649,1257,824,703,913,763,1103,192,196,233,473,211,342,294,396,112,189,47,133,124,102,37,5
109,2,9525,1337,903,761,942,890,1243,202,231,255,567,260,362,301,454,131,171,40,172,139,116,46,2
109,3,9449,1295,910,748,977,790,1203,208,216,324,590,270,382,244,483,130,163,41,181,141,116,30,7
109,4,8417,1191,801,711,894,702,982,171,214,243,505,220,379,254,448,120,149,50,139,109,90,43,2
109,5,7871,1079,775,590,775,640,1009,157,174,225,528,201,336,272,415,98,139,51,140,124,98,42,3
109,6,8120,1185,730,671,777,735,1019,188,190,195,455,241,335,249,431,107,175,48,145,102,102,36,4
109,7,8381,1199,787,668,850,734,1053,204,164,262,523,216,314,235,407,136,145,50,150,140,115,27,2
109,8,7767,1082,675,618,803,690,1027,194,154,217,465,195,324,244,398,109,142,45,128,140,83,31,3
109,9,8136,1171,775,607,801,681,1079,183,172,224,490,233,373,248,399,113,159,46,130,123,92,32,5
109,10,7938,1127,751,628,808,703,967,176,174,231,442,240,315,257,417,117,162,39,126,137,91,27,3
109,11,8271,1192,763,666,847,730,1089,176,176,242,472,222,314,250,396,117,161,52,135,109,123,37,2
109,12,8944,1292,862,693,939,743,1114,212,171,275,537,243,353,272,468,122,152,45,174,129,105,40,3
110,1,9566,1416,907,757,926,854,1226,211,205,302,560,266,378,299,458,133,185,71,158,125,98,28,3
110,2,8561,1262,829,699,862,728,1036,188,207,254,451,232,363,281,427,127,172,39,153,125,96,26,4
110,3,9535,1340,991,795,943,797,1225,226,184,291,540,276,375,286,447,122,175,49,169,154,104,40,6
110,4,8379,1231,823,659,895,710,1041,209,178,250,471,241,329,284,405,96,127,36,147,107,97,37,6
110,5,8622,1243,813,669,899,732,1128,198,191,243,507,246,357,260,397,126,150,53,147,129,91,40,3
110,6,9689,1588,1058,756,892,774,1218,202,207,279,561,271,359,276,436,122,176,53,178,125,119,37,2
110,7,8978,1399,940,707,909,716,1098,207,204,245,530,256,371,266,410,121,162,38,166,108,85,40,0
110,8,8742,1313,810,620,875,786,1119,199,203,279,538,223,338,285,370,148,174,46,152,117,104,39,4
110,9,8160,1182,753,628,896,696,1073,175,162,275,452,205,315,270,394,86,134,41,150,130,90,47,6
110,10,8371,1223,745,714,860,700,1089,188,169,245,477,235,326,261,413,108,137,49,168,136,85,39,4
110,11,9041,1278,850,790,872,802,1166,189,197,267,559,253,340,276,419,137,143,59,169,131,108,32,4
110,12,9233,1365,851,768,929,796,1157,194,204,237,491,267,382,296,475,126,200,50,181,142,87,34,1
111,1,9342,1409,905,758,935,779,1156,211,183,263,543,260,415,298,438,109,187,49,179,119,101,43,2
111,2,8666,1258,781,746,865,764,1060,199,189,261,521,231,322,276,424,122,170,50,159,138,88,40,2
111,3,10624,1484,991,894,1056,946,1310,202,233,319,680,280,449,324,521,134,203,57,175,173,135,54,4
111,4,8554,1314,798,696,850,699,1060,183,189,261,511,265,370,259,375,124,152,46,149,119,88,41,5
111,5,9997,1618,972,841,957,822,1225,234,213,279,546,249,418,286,454,160,197,56,202,133,95,36,4
111,6,12152,1878,1165,968,1168,1013,1543,267,273,345,657,381,461,373,640,156,227,56,223,180,129,46,3
111,7,10505,1476,917,759,1049,957,1390,225,258,321,666,323,406,341,537,136,181,54,174,149,131,48,7
111,8,10333,1560,989,785,1039,866,1281,224,257,313,610,317,406,326,478,150,211,56,163,139,107,53,3
111,9,9540,1389,953,720,974,826,1157,200,210,292,596,278,376,285,454,133,176,52,176,132,118,39,4
111,10,9820,1459,951,763,1024,849,1212,217,219,292,591,278,370,322,447,130,178,43,177,138,114,41,5
111,11,10193,1567,1009,781,1012,860,1255,253,239,270,569,300,405,312,501,124,186,61,182,145,117,39,6
111,12,10194,1523,940,786,1086,834,1288,246,254,286,605,268,394,313,488,129,211,60,186,147,109,38,3
112,1,10267,1532,984,804,1028,856,1346,215,232,349,574,313,418,327,462,116,175,54,181,149,107,41,4
112,2,10749,1662,1099,919,1104,893,1257,243,235,332,642,287,376,305,503,143,191,50,178,148,128,51,3
112,3,12001,1800,1147,1030,1157,990,1495,265,269,395,726,318,447,394,550,152,207,55,219,176,132,71,6
112,4,8963,1334,847,763,888,725,1117,212,210,271,533,236,355,275,418,130,142,60,178,138,86,42,3
112,5,10114,1409,936,829,1044,825,1302,215,234,319,583,261,392,313,498,165,195,67,187,169,126,43,2
112,6,10056,1494,942,769,1032,909,1226,236,224,294,622,285,400,260,499,134,185,67,164,132,122,55,5
112,7,10352,1532,950,819,1044,907,1278,211,230,261,633,262,443,315,514,146,212,66,198,165,118,45,3
112,8,9983,1385,903,784,1067,870,1214,201,245,321,562,293,419,318,513,145,185,73,178,153,101,50,3
112,9,8480,1221,795,661,825,715,1145,183,184,258,477,219,354,250,414,116,164,37,158,133,118,46,7
112,10,9615,1431,840,753,1013,826,1250,203,221,270,587,240,376,273,474,145,204,57,154,133,115,48,2
112,11,9100,1296,839,751,873,820,1186,190,206,253,572,248,354,289,414,122,193,45,168,139,101,39,2
112,12,9174,1407,862,772,969,819,1125,202,198,247,579,227,343,274,419,108,165,39,154,118,94,47,6
113,1,11154,1732,1056,907,1165,914,1352,243,248,312,644,333,437,349,480,146,203,57,214,168,135,55,4
113,2,10092,1532,912,849,1069,858,1243,237,243,282,555,267,437,297,461,117,207,45,178,145,113,42,3
113,3,10203,1590,961,865,1028,822,1191,219,233,307,550,275,421,301,510,137,200,38,226,177,105,42,5
113,4,9640,1429,931,803,991,769,1195,188,215,262,588,275,387,311,485,114,176,48,162,144,112,50,5
113,5,9436,1408,908,727,937,795,1202,222,197,250,568,249,387,317,459,119,189,57,165,144,85,48,3
113,6,8630,1289,781,740,896,723,1077,177,200,243,506,248,333,289,369,113,184,42,152,116,106,41,5
113,7,10663,1559,971,858,1085,911,1350,265,245,322,612,271,407,361,502,160,221,67,203,139,102,48,4
113,8,9652,1440,859,797,930,860,1246,203,231,282,538,267,383,307,507,129,160,54,160,121,123,50,5
113,9,9054,1330,812,729,914,819,1224,180,208,263,512,258,335,277,415,101,175,44,160,128,120,47,3
113,10,8994,1393,836,679,912,741,1123,190,184,257,535,234,373,281,464,130,171,44,177,115,112,40,3
